"channel_name","channel_profile_url","country_candidates","source_games","source_segments","surfaces_seen","raw_occurrences","max_public_metric_seen","recommended_segment","pitch_angle","personalized_pitch_stub","risk_notes","contact_route","verification_status","next_action"
"Diener des Chaos","https://www.letsplayindex.com/channels/1260091-diener-des-chaos","Germany","The Forest","hostile_survival","latest_letsplay","1","60","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"dieRiani","https://www.letsplayindex.com/channels/1533436-dieriani","Germany","Sons of the Forest; The Long Dark","hardcore_survival; hostile_survival","latest_letsplay; most_lp_views","3","3655","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DieSchlaftablettenLP","https://www.letsplayindex.com/channels/246834-dieschlaftablettenlp","Germany","Sons of the Forest","hostile_survival","latest_letsplay","1","943","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DiGal","https://www.letsplayindex.com/channels/2575641-digal","Russian Federation","The Forest","hostile_survival","latest_letsplay","1","61","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DIGICRUX ~ GAMER BOY ~","https://www.letsplayindex.com/channels/1423939-digicrux-gamer-boy","UNKNOWN","Raft","ocean_survival_crafting","most_lp_views","1","1253","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DIGICRUX~GAMERX","https://www.letsplayindex.com/channels/782442-digicruxgamerx","India","Raft","ocean_survival_crafting","most_lp_views","1","1316","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Dijon Gaming and Vlogs","https://www.letsplayindex.com/channels/3344475-dijon-gaming-and-vlogs","UNKNOWN","The Forest","hostile_survival","latest_letsplay","1","25200","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Dimas GabutPol","https://www.letsplayindex.com/channels/1717628-dimas-gabutpol","UNKNOWN","Raft","ocean_survival_crafting","latest_letsplay","1","188","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Dimension119","https://www.letsplayindex.com/channels/2079983-dimension119","UNKNOWN","Sons of the Forest","hostile_survival","latest_letsplay","1","51","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DIMOOWN","https://www.letsplayindex.com/channels/256041-dimoown","United States","The Forest","hostile_survival","most_lp_views","1","2838","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Dink & Brutal","https://www.letsplayindex.com/channels/3708201-dink-and-brutal","United States","Sons of the Forest","hostile_survival","latest_letsplay","1","416","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Diplomatische Unholde","https://www.letsplayindex.com/channels/488146-diplomatische-unholde","UNKNOWN","The Forest","hostile_survival","review_channels","1","27","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DITO UZ","https://www.letsplayindex.com/channels/1004528-dito-uz","Japan","Raft","ocean_survival_crafting","most_lp_views","1","2138","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DITROGK","https://www.letsplayindex.com/channels/2224443-ditrogk","Russian Federation","Pacific Drive","machine_survival_anomaly","latest_letsplay; most_lp_views","2","4344","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DJ El Greko is Gaming","https://www.letsplayindex.com/channels/1591044-dj-el-greko-is-gaming","UNKNOWN","The Long Dark","hardcore_survival","latest_letsplay","1","101","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DJKILLZOWN JONES","https://www.letsplayindex.com/channels/192383-djkillzown-jones","United States","Pacific Drive","machine_survival_anomaly","latest_letsplay; most_lp_views","2","3370","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
