Name,Type,RA,Dec,Dist,AbsMagn,Radius,Quat.w,Quat.x,Quat.y,Quat.z
IC 792/UGC 7558/MCG 3-32-40/ZWG 99.56,Sb,12.4522,16.3249996,89373314.4,-20.06,20793.4766,0.53708,0.288343,-0.715186,-0.341925
IC 2990/MCG 2-31-22/ZWG 69.42,S0,12.0772,11.0500001,92531273.9,-18.93,10767.7217,0.364761,0.474422,-0.560836,-0.572133
IC 3004/MCG 2-31-30/ZWG 69.54,S0,12.1194,13.2474998,86460631.1,-19.28,12573.584,0.104181,0.215216,-0.622202,-0.745448
IC 3029/UGC 7171/MCG 2-31-41/ZWG 69.71,SBc,12.1781,13.3313993,97620802.4,-20.15,19879.8145,0.432753,0.4699,-0.604486,-0.475936
IC 3060/MCG 2-31-61/ZWG 69.99/VCC 129,Sb,12.2506,12.5477999,79132939.8,-19.79,10359.9463,0.212593,0.430567,-0.555784,-0.678616
IC 3137/UGC 7347/FGC 1407,Sc,12.315,12.4694001,86859210.3,-18.39,13895.0205,0.507952,0.449175,-0.642987,-0.356081
IC 3382/UGC 7588/VCC 1064,Sc,12.4703,13.5711005,82382880.5,-17.88,10786.1172,0.665886,-0.128333,-0.675844,0.288724
IC 3432/MCG 2-32-102/ZWG 70.135/VCC 1293,Sc,12.5075,14.1606002,86613934,-19.39,7557.64063,0.493657,0.141845,-0.704845,-0.489261
IC 3435/UGC 7650/MCG 3-32-53/ZWG 99.72,Sa,12.5108,15.1297003,85908755.7,-19.07,16243.5615,0.657373,-0.059183,-0.704104,0.261906
IC 3500/ZWG 70.171/VCC 1526,SBc,12.5636,13.9627994,88576159.3,-19.64,7729.33545,0.67599,-0.0433917,-0.692227,-0.24895
NGC 4045A/MCG0-31-21/ZWG 13.45/ARAK 343,S0,12.045,1.95219996,72817025.6,-18.91,6352.71045,0.789428,-0.378283,-0.478126,0.0714223
NGC 4063/UGC 7042/MCG0-31-26/ZWG 13.55,S0,12.0681,1.84689999,72786365,-19.41,11644.5918,0.401451,0.512147,-0.47325,-0.593783
NGC 4296/UGC 7409/MCG 1-32-17/ZWG 42.41,S0,12.3578,6.65360027,62362030,-20.17,12696.2227,0.2997,0.303013,-0.588378,-0.687149
NGC 4334/UGC 7458/MCG 1-32-35/ZWG 42.66,SBb,12.39,7.47330018,62637968,-20.08,20039.2441,0.747812,-0.202406,-0.630147,0.0521861
NGC 4496B/ZWG 42.144/KCPG 343B/VV 76,Irr,12.5278,3.9267,66685064.2,-19.62,7759.99512,0.696925,-0.185202,-0.629814,-0.288669
NGC 4538/MCG 1-32-105/ZWG 42.161/ARAK 378,Sb,12.5778,3.32360009,74258030.3,-19.15,7560.70654,0.629705,0.0714042,-0.712107,-0.302121
IC 768/UGC 7192/MCG 2-31-44/ZWG 69.75,Sc,12.1964,12.1431002,59449348.1,-19.47,12107.5547,0.747751,-0.0694618,-0.657547,-0.0606304
IC 773/MCG 1-31-44/ZWG 41.73/VCC 271,SBa,12.3022,6.13939963,74533974.1,-19.66,8673.65723,0.118661,0.211837,-0.574002,-0.782027
IC 3040/MCG 2-31-49/ZWG 69.86/VCC 60,Irr,12.2094,11.0742,66501103.2,-18.91,6769.68359,0.122429,0.243563,-0.601871,-0.750626
IC 3134/ZWG 70.3/VCC 313/NPM1G +9.287,Sa,12.3156,8.96219999,60430463.9,-19.21,6153.42139,0.707904,-0.357965,-0.505887,0.338839
IC 3625A/MCG 2-32-165/ARAK 384,S0,12.6592,10.9672005,74809906.9,-19.07,3265.26855,-0.0418088,-0.0440826,-0.624651,-0.778537
NGC 4029/UGC 6990/MCG 1-31-8/ZWG 41.17,SBb,12.0008,8.18220007,88514839.3,-20.43,15449.4727,0.796048,-0.298751,-0.514803,0.109701
NGC 4043/UGC 7015/MCG 1-31-12/ZWG 41.26,S0,12.0397,4.33000001,93021830.6,-20.24,8118.71484,0.810285,-0.348045,-0.455428,-0.122015
NGC 4058/UGC 7036/MCG 1-31-17/ZWG 41.32,Sa,12.0633,3.54809997,83977188.7,-20.52,14658.4502,0.745004,-0.37499,-0.506134,0.219499
NGC 4073/UGC 7060/MCG0-31-29/ZWG 13.59,E0,12.0742,1.89640005,84498405.5,-22.23,39336.5234,0.666999,-0.42916,-0.348892,-0.499207
NGC 4075/MCG0-31-32/ZWG 13.64/Todd 11,Sa,12.0769,2.07279999,93972287.2,-20.26,16402.9922,0.7609,-0.210172,-0.61343,-0.0237432
NGC 4139/IC 2989/MCG0-31-30/ZWG 13.61,S0,12.0761,1.80140008,81493743.7,-19.86,11853.0781,0.753949,-0.331489,-0.550977,0.134534
NGC 4246/IC 3113/UGC 7334/MCG 1-31-41,Sc,12.2994,7.1856001,84406428,-21.23,28237.6738,0.658263,0.0517758,-0.68748,-0.302292
NGC 4282/MCG 1-32-13/ZWG 42.35/VCC 411,Sa,12.34,5.57330016,94278877.9,-19.87,16452.0488,0.712907,-0.0642423,-0.679567,-0.160701
NGC 4432/UGC 7570/MCG 1-32-68/ZWG 42.114,SBc,12.4592,6.23329989,92071377.6,-20.02,12052.3672,0.191175,0.246485,-0.579459,-0.752944
NGC 4518/NGC 4518A/MCG 1-32-95/ZWG 42.150,S0,12.5531,7.85220007,89158695.3,-19.95,12969.0947,0.674393,-0.356665,-0.532612,0.366483
NGC 4518B/MCG 1-32-94/ZWG 42.149/VCC 1480,Sb,12.5528,7.83439962,89158698.2,-19.75,11672.1855,0.456535,0.36333,-0.637576,-0.503055
NGC 4576/UGC 7792/MCG 1-32-116/ZWG 42.182,SBc,12.6258,4.36750002,77814570.9,-20.16,13582.291,0.75726,-0.375306,-0.51287,0.150557
NGC 4588/UGC 7810/ZWG 42.189,SBc,12.6458,6.76750013,81095166.8,-19.64,15336.0313,0.541086,0.270707,-0.69648,-0.385823
IC 756/UGC 7026/MCG 1-31-15/ZWG 41.29,Sc,12.0492,4.84499994,85356881.8,-20.36,22347.9277,0.723828,0.000594539,-0.67553,-0.140467
IC 3013/MCG 2-31-37/ZWG 69.60,S0,12.1403,10.0167,83609269.7,-19.51,10945.5479,0.162614,0.308645,-0.579794,-0.736297
IC 3069,S0,12.2553,10.1607996,79960757,-18.31,5813.09766,0.711416,0.0105543,-0.696181,-0.0954313
IC 3136/UGC 7349/MCG 1-31-48/ZWG 42.5,SBc,12.3158,6.18360042,81064506.5,-19.54,10611.3564,0.463229,0.389004,-0.603607,-0.519378
IC 3156/MCG 2-32-3/ZWG 70.11/VCC 363,SBa,12.3289,9.14859957,79960756.4,-19.11,6978.17041,0.394712,0.0852245,-0.649987,-0.643782
IC 3175/ZWG 70.19/VCC 424,Sb,12.3425,9.85389985,85142265.2,-19.35,6193.2793,0.524603,0.289243,-0.672717,-0.43426
IC 3188/MCG 2-32-8/ZWG 70.22/VCC 442,Sc,12.3486,11.0086005,78335785,-19.27,6834.06934,0.49725,0.149908,-0.67891,-0.51899
IC 3211/NGC 4307A/UGC 7430/MCG 2-23-12,Irr,12.3686,8.99059948,86123377.5,-19.78,10022.6885,-0.0169547,-0.0152178,-0.612281,-0.790312
IC 3255/ZWG 70.40/VCC 649/8ZW185,Sc,12.3928,9.64889959,88085603.5,-19.72,5123.25244,0.739261,-0.176296,-0.614323,-0.212181
IC 897/ZWG 102.20,S0,13.5719,17.8481,66531762,-18.52,5806.96582,0.385709,0.299935,-0.766071,-0.417616
NGC 4611/IC 805/UGC 7849/MCG 2-32-179,Sc,12.6903,13.7296998,87962965.1,-19.62,15351.3613,0.642057,0.0216928,-0.749566,0.159507
NGC 4935/UGC 8159/MCG 3-33-23/ZWG 100.23,SBb,13.0557999,14.3780994,91734121.1,-20.81,16010.5469,0.536014,-0.0866105,-0.716775,-0.437517
NGC 4978/UGC 8212/MCG 3-34-2/ZWG 101.4,Sa,13.1306,18.416101,92745889.3,-20.74,20235.4668,0.716375,-0.154069,-0.663396,0.151579
IC 827/UGC 8008/MCG 3-33-14/ZWG 100.14,S0,12.8653001,16.2831002,93144465.1,-19.65,12193.4023,0.668963,-0.020189,-0.731317,-0.131364
IC 857/UGC 8310/MCG 3-34-6/ZWG 101.10,SBb,13.2305999,17.0757993,96394410.5,-20.22,12619.5732,0.67721,-0.158696,-0.696853,-0.174923
IC 859/MCG 3-34-8/ZWG 101.12/ARAK 408,S0,13.2492,17.2258003,94984057.1,-19.79,12432.5488,-0.0978888,-0.097647,-0.660381,-0.738092
IC 3638/MCG 2-32-172/ZWG 70.210/VCC 1830,Sc,12.6711,10.5186,88085603.8,-19.62,11528.084,0.747203,-0.231022,-0.605576,-0.146951
IC 3721/IC 3725/UGC 7923/MCG 3-33-2,S0,12.7481,18.7553004,89925189,-20.77,11770.2969,0.692532,-0.062248,-0.694832,0.183669
NGC 4996/UGC 8235/MCG0-34-9/ZWG 16.11,SBa,13.1586,0.857499972,78673043.2,-20.48,20597.252,0.359586,0.0152507,-0.651238,-0.668098
NGC 5050/UGC 8329/MCG 1-34-12/ZWG 44.43,Sa,13.2614,2.8792,80389991,-19.83,12861.7852,0.39357,0.288859,-0.645829,-0.586999
NGC 5104/UGC 8391/MCG0-34-31/ZWG 16.57,Sa,13.3561001,0.342799994,80451311.6,-20.03,14042.1875,0.572887,-0.323279,-0.667794,0.348343
NGC 5106-1/NGC 5100-1/UGC 8389/MCG 2-34-9,S0,13.3496999,8.97750022,68248712.4,-19.07,7940.8877,0.126814,0.281053,-0.572431,-0.75977
NGC 4991/ZWG 44.13,Sb,13.1542,2.34830011,82045619.5,-19.07,7159.06299,0.602605,-0.123219,-0.715596,-0.33107
NGC 4999/UGC 8236/MCG0-34-10/ZWG 16.12,SBb,13.1592,1.6725001,81677701,-21.56,27320.9473,0.712745,-0.3581,-0.589863,-0.125781
NGC 5019/UGC 8288/MCG 1-34-9/ZWG 44.27,SBa,13.2117,4.72919994,91672798.7,-20.31,10666.5439,0.649405,-0.295998,-0.632005,-0.302041
NGC 5060/UGC 8351/MCG 1-34-15/ZWG 44.53,SBb,13.2878,6.03719988,89741228.9,-20.66,14361.0498,0.431518,0.00265944,-0.712964,-0.552691
NGC 5075/ZWG 44.65/NPM1G +8.322,E0,13.3183,7.83170002,88484180.2,-19.83,7720.13721,-0.103831,-0.136749,-0.595578,-0.784733
NGC 5080/MCG 2-34-7/ZWG 72.46/NPM1G +8.323,E0,13.3219,8.42969991,88882759,-20.14,15513.8584,0.586656,-0.452609,-0.50386,-0.443965
IC 871/UGC 8358/MCG 1-34-16/ZWG 44.58,Sb,13.2994,4.40419986,84835665.1,-20.14,20974.3691,0.523125,0.0769258,-0.753965,-0.38982
IC 873/ZWG 44.59/NPM1G +4.394,E0,13.3044,4.46499998,84007851.2,-19.62,4887.17188,-0.0987294,-0.138313,-0.572443,-0.802142
IC 876/MCG 1-34-17/ZWG 44.61/IRAS 13160+445,SBa,13.3094,4.48610027,83210690.7,-19.5,9682.36426,0.107858,0.0674204,-0.601091,-0.788993
IC 3754/UGC 7937/MCG 2-33-13/ZWG 71.34,SBb,12.7708,8.34919959,92807212.3,-20.34,16197.5713,0.711381,-0.161465,-0.683792,0.0171815
NGC 5860/UGC 9717/MCG 7-31-33/MK 480,S0,15.1092,42.6419005,75361785.6,-20.19,9863.25684,-0.0281448,0.0959101,-0.845583,-0.524403
NGC 5893/UGC 9774/MCG 7-31-42/ZWG 221.41,SBb,15.2261,41.9591991,75055188.8,-20.38,13097.8662,-0.0587219,-0.0521014,-0.848058,-0.524057
NGC 5895/MCG 7-31-43/ZWG 221.42,Sc,15.2306,42.0078021,73031640.6,-19.32,9562.79102,-0.0180783,0.450867,-0.70572,-0.546216
NGC 5914/NGC 5914A/MCG 7-31-55/ZWG 221.51,Sb,15.3118999,41.8652998,73460880.6,-19.13,8544.88574,0.507808,0.128006,-0.779164,0.344455
NGC 5918/UGC 9817/MCG 8-28-17/ZWG 249.16,Sc,15.3236001,45.8803011,71927889,-20.38,19876.748,0.258597,0.287503,-0.910978,-0.143486
NGC 5923/UGC 9823/MCG 7-32-1/ZWG 222.2,SBc,15.3538999,41.7263999,77538629.8,-20.75,20296.7871,-0.339292,-0.225767,-0.735788,-0.540857
NGC 5935/MCG 7-32-13/ZWG 222.13/1ZW113,S0,15.4710999,42.9447001,73031639.8,-18.62,7438.06738,-0.0483008,0.303564,-0.785525,-0.53709
NGC 5945/UGC 9871/MCG 7-32-17/ZWG 222.17,SBb,15.4955999,42.9191993,76710815.3,-20.62,32346.0879,0.347328,0.128063,-0.922882,-0.106072
NGC 5349/UGC 8803/MCG 6-31-5/ZWG 190.72,SBb,13.8869001,37.8831,81095167.1,-19.64,20048.4434,0.388282,0.350713,-0.839689,-0.145464
NGC 5361/MCG 7-29-15/ZWG 219.25/KUG 1352+386,S0,13.9097,38.4493996,79838116.2,-19.71,9286.85352,0.343183,0.201032,-0.85824,-0.324402
NGC 5407/UGC 8930/MCG 7-29-33/ZWG 219.40,E0,14.0138999,39.1566992,76741476.8,-20.33,12279.249,0.58503,-0.276325,-0.688615,-0.327406
NGC 5536/UGC 9136/MCG 7-29-57/ZWG 219.64,SBa,14.2731,39.5021994,82260240.6,-20.08,14354.918,0.737374,-0.0898484,-0.662293,0.0978552
NGC 5598/UGC 9209/MCG 7-30-4/ZWG 220.7,S0,14.3744,40.3203009,76956094.7,-20.33,17905.3223,0.203872,0.173632,-0.869575,-0.414884
NGC 5601/MCG 7-30-6/ZWG 220.9/NPM1G +40.352,S0,14.3814001,40.3099997,71406669.4,-18.67,8308.80566,-0.0663761,0.412739,-0.652086,-0.632475
NGC 5603/NGC 5603A/UGC 9217/MCG 7-30-8,S0,14.3836,40.3778008,79071620,-20.49,12653.2988,-0.240933,-0.1584,-0.76632,-0.574121
NGC 5603B/UGC 9216/MCG 7-30-7/ZWG 220.10,Sc,14.3822,40.4169005,75085846.8,-19.28,21838.9746,-0.240868,-0.158227,-0.766543,-0.573898
NGC 5696/UGC 9415/MCG 7-30-36/ZWG 220.36,Sc,14.6158,41.8283018,76802795.1,-20.63,22341.7949,0.135682,0.130122,-0.873874,-0.448333
NGC 5697/IC 4471/UGC 9407/MCG 7-30-31,Sb,14.6089,41.6853003,75913660.6,-19.7,12144.3467,-0.0124056,0.236067,-0.798072,-0.554257
NGC 5724/MCG 8-27-16,E0,14.6505999,46.6921995,78826342.4,-17.58,1146.67651,-0.283952,-0.18705,-0.785313,-0.517366
NGC 5739/UGC 9486/MCG 7-30-52/ZWG 220.49,SBa,14.7078,41.8430989,78151827,-21.26,26140.5449,-0.225476,0.0213326,-0.75642,-0.613623
NGC 5784/UGC 9592/MCG 7-31-6/ZWG 221.9,S0,14.9044,42.5586,76373559.2,-21.01,21106.2051,-0.259778,-0.0373411,-0.757322,-0.597984
NGC 5787/UGC 9599/MCG 7-31-8/ZWG 221.13,S0,14.9208,42.5071998,76710818,-20.32,11154.0352,-0.244837,0.0209658,-0.750625,-0.613333
IC 1028/UGC 9368/MCG 7-30-25/ZWG 220.28,Sc,14.5544,41.6507985,72633064.3,-19.61,11620.0635,-0.0320361,0.301031,-0.760039,-0.575061
NGC 5695/UGC 9421/MCG 6-32-77/MK 686,SBa,14.6228,36.5678006,59909246.5,-20.29,13073.3379,0.68792,-0.0703661,-0.697356,0.18844
NGC 5752/MCG 7-30-60/ZWG 220.52,Sb,14.7539,38.7291988,62116753.6,-19.07,4516.18848,0.479006,0.167327,-0.854784,0.10908
NGC 5754/UGC 9505/MCG 7-30-61,SBb,14.7553,38.7328015,63772382.1,-20.12,18555.3105,0.0286698,-0.0190811,-0.845468,-0.532915
NGC 5966/UGC 9923/MCG 7-32-32/ZWG 222.28,E0,15.5977999,39.7692008,63128525,-20.7,16522.5664,0.356202,-0.338329,-0.816432,-0.303468
NGC 6013/UGC 10080/MCG 7-33-4/ZWG 223.7,SBb,15.8811,40.6466985,62392690.7,-19.57,12702.3545,0.580285,0.0348093,-0.703378,0.409044
IC 4500/MCG 6-32-91/ZWG 192.57/ARAK 457,E0,14.7431,37.4827981,57579101.8,-18.1,2512.57056,0.400527,-0.317947,-0.776047,-0.369105
IC 4563/MCG 7-32-33/ZWG 222.29,S0,15.6008,39.8316995,58406918.7,-18.73,6794.21143,0.5537,0.0528511,-0.739806,0.378562
NGC 5421B,E0,14.0283,33.8219008,73552857.1,-20.13,8557.14941,-0.201589,-0.167985,-0.741277,-0.61778
NGC 5548/UGC 9149/MCG 4-34-13/ZWG 133.25,Sa,14.2997001,25.1367001,73154279.5,-21.12,15958.4258,0.580104,-0.131293,-0.792119,-0.137074
NGC 5559/UGC 9166/MCG 4-34-17/ZWG 133.32,SBb,14.3199999,24.7989004,73491537.3,-19.43,14961.9814,0.34786,0.284162,-0.846882,-0.284668
NGC 5629/UGC 9281/MCG 4-34-34/ZWG 133.65,S0,14.4711,25.8491996,75484424.8,-21.29,19760.2402,-0.220744,-0.196623,-0.687046,-0.663761
NGC 5642/UGC 9301/MCG 5-34-52/ZWG 163.64,E0,14.4869,30.0271991,62086094.1,-20.06,16252.7598,0.714519,-0.359087,-0.57419,-0.17557
NGC 5656/UGC 9332/MCG 6-32-53/ZWG 192.34,Sb,14.5069,35.3214013,60798381.5,-21.22,16801.5703,0.19985,0.0598213,-0.86287,-0.460365
IC 1012/IC 4431/UGC 9257/MCG 5-34-43,Sc,14.4524999,30.9482992,58590876.5,-19.24,10225.043,0.518377,0.00666182,-0.84886,-0.103335
IC 4447/UGC 9306/MCG 5-34-56/ZWG 163.66,SBa,14.4881,30.8325006,61012999.7,-19.33,10651.2139,0.71073,-0.144989,-0.579039,0.37223
NGC 5934/UGC 9862/MCG 7-32-11/ZWG 222.11,S0,15.4699999,42.9297013,77814570.2,-19.75,14710.5713,-0.18421,0.281735,-0.670117,-0.66154
NGC 5943/UGC 9870/MCG 7-32-16/ZWG 222.16,S0,15.4956001,42.7786008,77599952.6,-19.65,14670.7139,-0.355418,-0.232393,-0.734019,-0.529989
NGC 5947/UGC 9877/MCG 7-32-19/ZWG 222.19,SBc,15.5100001,42.7174991,80819229.8,-20.04,14103.5078,-0.35666,-0.233654,-0.733087,-0.52989
NGC 6146/UGC 10379/MCG 7-34-24/ZWG 224.18,E0,16.4194,40.8924997,86246015,-21.18,16307.9473,0.147263,-0.369864,-0.860074,-0.31904
IC 4562/UGC 9928/MCG 7-32-34/ZWG 222.30,E0,15.5992001,43.4931017,79102280.4,-20.79,13806.1074,-0.371905,-0.260158,-0.730132,-0.510796
IC 4562A/ZWG 222.31/1ZW118/NPM1G +43.307,E0,15.6006001,43.5039004,78305128.4,-19.07,3415.50171,-0.372088,-0.260258,-0.730124,-0.510622
IC 4564/UGC 9930/MCG 7-32-36/ZWG 222.33,Sc,15.6072,43.5185989,78611724.9,-20.08,14866.9365,0.154221,0.302079,-0.903702,-0.261319
IC 4565/UGC 9931/MCG 7-32-37/ZWG 222.34,Sc,15.6097,43.4253017,79132940.6,-19.69,10359.9463,-0.186679,0.220236,-0.717832,-0.633533
IC 4566/UGC 9933/MCG 7-32-38/ZWG 222.35,Sb,15.6116999,43.5397017,77507971.7,-20.35,18034.0938,0.611099,0.0407527,-0.717325,0.332177
IC 4567/UGC 9940/MCG 7-32-40/ZWG 222.37,Sc,15.6203001,43.2977988,79439538.1,-21,16173.0439,0.485807,0.0464661,-0.871911,0.0400553
IC 4502,S0,14.7541999,37.2996991,94186900.9,-19.07,9590.38477,0.432731,0.182147,-0.882838,-0.0128161
IC 4557/ZWG 222.26,S0,15.5767,39.7294003,89955847.9,-19.07,5233.62744,0.546223,-0.0147189,-0.832631,0.0902791
NGC 6131/NGC 6131A/UGC 10356/MCG 7-34-4,SBc,16.3643999,38.936701,70977433.9,-20.46,10323.1543,-0.425009,-0.305838,-0.672722,-0.522758
NGC 6131B/MCG 7-34-5/KUG 1620+390B,S0,16.3667,38.9157986,71008094.3,-18.76,4129.875,-0.0642775,0.174861,-0.840688,-0.508464
NGC 5829/UGC 9673/MCG 4-35-27/ZWG 134.70,Sc,15.045,23.3333002,80114055.9,-20.72,19812.3613,0.128706,-0.124196,-0.815721,-0.550099
IC 1127/IC 4553/UGC 9913/MCG 4-37-5,Irr,15.5825001,23.5024993,76036301.2,-20.4,19904.3418,0.6373,-0.292256,-0.71086,0.0557906
IC 4524/ZWG 134.68/IRAS 14599+2547,Sc,15.0349999,25.6005992,85908757.4,-19.07,6248.4668,-0.270138,-0.24566,-0.667527,-0.64891
IC 4532/ZWG 135.6,S0,15.0814,23.2563999,78335787.1,-19.07,9115.1582,0.367686,0.0628153,-0.907389,-0.193666
IC 4558/ZWG 136.24,S0,15.5961,25.3452997,78335787,-19.07,3418.56763,0.572658,-0.11996,-0.75695,0.29103
NGC 5199/UGC 8504/MCG 6-30-24/ZWG 190.16,S0,13.5117001,34.8311008,97406178,-20.24,12751.4102,-0.145049,-0.0998087,-0.759846,-0.625806
IC 4301/UGC 8579/MCG 6-30-50,Sc,13.5930999,33.3743984,94186903.6,-19.07,12328.3047,0.564461,0.148887,-0.770104,0.257208
NGC 5157/UGC 8455/MCG 5-32-21/ZWG 161.56,SBa,13.4544,32.0307998,102127788,-20.75,19312.6074,0.652617,-0.00388816,-0.754573,-0.0685157
NGC 5187/MCG 5-32-29/ZWG 161.69/KUG 1327+313,Sb,13.4967001,31.1300016,101238655,-20.53,19140.9121,0.321266,0.222681,-0.810601,-0.436035
NGC 5223/UGC 8553/MCG 6-30-40/ZWG 190.25,E0,13.5735999,34.6905997,101453277,-21.33,22136.375,0.919568,-0.280836,-0.274671,-0.00905815
IC 909/UGC 8661/MCG 4-32-23/ZWG 131.22,SBa,13.6808,24.4730999,109976698,-20.21,6398.7002,-0.146495,-0.129061,-0.698083,-0.688885
IC 4230/UGC 8402/MCG 5-32-8/ZWG 161.32,Sa,13.3664,26.7338998,102189112,-19.75,14863.8701,0.150463,0.566559,-0.553997,-0.591151
IC 4242,S0,13.4114,31.0260995,97406181.2,-18.94,7082.41357,0.686305,-0.014072,-0.724748,0.0593913
IC 4297/UGC 8570/MCG 5-32-40/ZWG 161.82,SBa,13.5886,26.4252985,104335299,-19.79,13655.874,0.4216,0.176013,-0.81951,-0.345942
IC 4302/UGC 8580/MCG 6-30-51/FGC 1641,Sc,13.5931,33.4793982,101453276,-19.23,19183.8359,0.54557,0.182824,-0.780648,0.243961
IC 4304/UGC 8586/MCG 6-30-55/ZWG 190.32,Sb,13.5992,33.4296987,103476822,-20.07,18058.6211,0.279021,0.406153,-0.777556,-0.390633
IC 4305/MCG 6-30-54/ZWG 190.33,E5,13.5994,33.4743989,100257542,-20.01,10206.6475,0.92228,-0.288164,-0.257424,0.00968331
IC 4306/MCG 6-30-58/ZWG 190.35,S0,13.6053,33.4241991,101882513,-19.24,7407.40723,0.492345,0.232418,-0.830653,-0.116595
IC 906/MCG 4-32-21/ZWG 131.20,Sc,13.6694,23.3407993,89955852.8,-19.07,11773.3633,0.567464,-0.0156201,-0.744976,0.350359
IC 913/UGC 8664/MCG 4-32-29/ZWG 131.25,SBb,13.6914,23.1668995,78335785.9,-19.07,9115.1582,0.49605,-0.0170341,-0.803003,-0.329894
IC 956-2,S0,13.9111,20.716399,89955851.4,-19.07,5233.62744,0.500602,-0.0581468,-0.807264,-0.307151
IC 864,S0,13.2856,20.6924994,103292865,-19.07,7511.65088,0.24616,0.389,-0.673555,-0.57828
IC 867/UGC 8353/MCG 4-31-20/ZWG 130.26,SBc,13.2885999,20.6374986,97651462.1,-19.75,19882.8789,0.252053,0.175264,-0.737028,-0.602115
IC 885/MCG 4-32-8/ZWG 131.5,E0,13.3752999,21.3167,93052491.5,-20.04,10829.041,-0.124255,-0.128972,-0.682672,-0.708439
IC 941/MCG 4-33-7/ZWG 132.16/NPM1G +24.326,S0,13.8097,24.0155999,94984055.6,-19.69,9670.10059,0.624159,-0.0380327,-0.780285,0.0116187
IC 4241/MCG 5-32-16/ZWG 161.46,E0,13.4128,26.7385995,96149128.4,-19.41,6993.5,-0.133719,-0.12625,-0.714782,-0.674734
IC 4244/ZWG 161.47/NPM1G +26.317,S0,13.4156,26.4638992,99031149.3,-19.68,4319.96582,0.566488,0.0366765,-0.793338,-0.219909
NGC 5572/UGC 9173/MCG 6-31-99/ZWG 191.79,Sb,14.3264,36.1408002,100686779,-19.91,13180.6475,0.774306,-0.132595,-0.548278,0.28681
NGC 5771/MCG 5-35-21/ZWG 164.37/NPM1G +30.360,E0,14.8706001,29.8457998,95535931.5,-20.3,11117.2432,0.794626,-0.341988,-0.500567,-0.0323411
NGC 5773/UGC 9571/MCG 5-35-22/ZWG 164.38,Sa,14.875,29.8081006,96946283.4,-20.53,12690.0908,-0.266109,-0.22186,-0.695909,-0.629027
NGC 5780/MCG 5-35-24/ZWG 164.41,Sb,14.9061,28.9400004,97682121.8,-20.05,12785.1357,0.516326,0.0282663,-0.837175,0.178174
NGC 5639B,S0,14.4825,30.4064007,113257296,-19.07,4942.35938,0.627623,-0.0659596,-0.76855,0.10521
IC 916/MCG 4-32-31/ZWG 131.28/NPM1G +24.324,E0,13.7106,24.4655984,114422372,-19.89,11650.7236,-0.158422,-0.155607,-0.695627,-0.683222
IC 4322/ZWG 131.30/NPM1G +25.327,E0,13.7289,25.3927998,115127547,-19.91,16743.3164,-0.161343,-0.155889,-0.700718,-0.677245
IC 4342/MCG 4-33-21/ZWG 132.39,Sc,13.9061,25.1524998,118469466,-19.97,13784.6455,0.320871,0.300256,-0.800398,-0.40774
IC 4343/MCG 4-33-24/ZWG 132.44,S0,13.9153001,25.1225004,118469462,-19.87,17230.8066,0.562827,0.0447692,-0.824116,-0.0453298
IC 4355/MCG 5-33-30/ZWG 162.37/IRAS 13557+2839,Sa,13.9682999,28.4221991,112981360,-19.87,8216.82617,-0.0119661,0.290454,-0.664453,-0.688473
IC 4373/ZWG 132.75/NPM1G +25.342,E0,14.0953,25.2319013,122117978,-19.83,7103.87549,-0.194492,-0.188477,-0.691259,-0.669933
NGC 5827/UGC 9662/MCG 4-35-24/ZWG 134.66,S0,15.0313999,25.9642,92224674.9,-21.02,14756.5615,0.583695,-0.127118,-0.79776,0.0819739
IC 4495/ZWG 134.27,S0,14.7371999,23.5585991,89955849.8,-19.07,6542.80127,0.0608452,0.169228,-0.737894,-0.650516
NGC 5509/MCG 4-34-3/ZWG 133.10,S0,14.2108001,20.3883009,116445914,-20.23,18631.959,0.536122,-0.0967658,-0.815497,-0.195381
NGC 5735/UGC 9481/MCG 5-35-7/ZWG 164.13,SBc,14.7091999,28.7267005,53562669.6,-20.14,18699.4121,0.13125,0.0242856,-0.828059,-0.54452
NGC 5798/UGC 9628/MCG 5-35-28/ZWG 164.47,Irr,14.9603001,29.9680998,57333822.4,-20.19,11675.251,0.128881,0.120013,-0.83961,-0.513851
NGC 5980/UGC 9974/MCG 3-40-26/ZWG 107.25,Sc,15.6916999,15.7874999,55739513.5,-20.33,15406.5488,0.034819,0.191968,-0.664252,-0.721599
NGC 6004/UGC 10056/MCG 3-40-51/ZWG 107.46,SBc,15.8394001,18.939399,53838606.5,-20.35,14091.2432,0.415778,-0.339943,-0.821176,-0.192968
NGC 6064-1/NGC 6052-1/UGC 10182/MCG 4-38-22,Sc,16.0866999,20.5419007,51753740.3,-19.07,6775.81543,0.584008,-0.188198,-0.711717,0.342016
IC 4497/MCG 5-35-9/ZWG 164.15/NPM1G +28.319,E0,14.7389,28.5510995,53072112.5,-18.52,3860.0686,-0.258954,-0.236837,-0.691032,-0.631922
NGC 5513/UGC 9099/MCG 4-34-5/ZWG 133.11,S0,14.2188999,20.4156003,71345352.7,-20.37,19714.25,0.567101,-0.0555412,-0.820933,-0.037151
NGC 5518/MCG 4-34-6/ZWG 133.13/NPM1G +21.389,S0,14.2297,20.8489014,65305370,-19.07,6650.11035,-0.189021,-0.184829,-0.664407,-0.699051
